time, Acceleration x, Acceleration y, acceleration z, distance
12839,-0.89,-1.47,6.55,34.08
12856,-0.58,-1.96,9.76,34.51
12874,-0.38,-2.07,10.71,34.99
12891,-0.55,-1.69,9.27,35.41
12906,-1.08,-1.14,8.58,35.82
12924,-1.09,-0.99,9.14,36.23
12941,-1.21,-0.47,9.75,36.57
12957,-1.41,-0.24,9.26,36.85
12976,-1.44,-0.17,9.24,37.21
12994,-1.21,-0.33,9.56,37.55
13011,-1.14,-0.68,9.50,37.83
13028,-1.11,-0.86,9.39,38.10
13046,-0.82,-0.94,9.50,38.27
13065,-0.55,-0.87,9.42,38.65
13081,-0.55,-0.63,9.29,38.86
13097,-0.59,-0.47,9.38,39.13
13116,-0.72,-0.43,9.41,39.30
13132,-0.82,-0.31,9.42,39.52
13149,-1.11,-0.32,9.41,39.73
13167,-1.21,-0.35,9.42,40.02
13184,-1.18,-0.49,9.58,40.18
13200,-0.98,-0.93,9.63,40.31
13217,-0.80,-1.09,9.64,40.52
13234,-0.70,-1.31,9.34,40.66
13250,-1.09,-1.18,9.27,40.79
13267,-1.78,-0.85,9.80,40.86
13284,-1.97,-0.68,9.89,40.86
13300,-2.95,-0.19,9.70,40.86
13319,-2.95,0.30,8.84,40.69
13335,-1.15,0.39,8.29,40.62
13351,-0.47,-0.07,10.19,40.55
13369,-1.23,-0.62,8.80,40.40
13385,-2.05,-0.66,9.09,40.28
13402,-2.61,-0.43,7.92,40.14
13419,-0.74,0.02,10.50,39.94
13435,2.96,-1.73,12.33,39.85
13452,3.61,-4.64,10.89,39.92
13469,1.66,-1.31,9.51,40.04
13486,-0.45,-0.27,11.28,40.04
13502,-1.78,-0.25,7.19,40.04
13519,-1.71,0.29,9.98,40.02
13536,-0.62,0.56,9.10,40.04
13552,0.61,0.06,11.03,40.04
13570,-0.08,-1.50,9.01,40.04
13586,-1.00,-1.87,9.67,40.04
13602,-1.19,-1.95,8.48,40.04
13620,-0.05,-1.51,10.25,40.02
13636,0.55,-0.99,9.84,40.04
13652,-0.10,-0.01,10.22,40.04
13671,-0.90,0.06,8.63,40.02
13686,-1.32,-0.33,9.40,40.04
13703,-0.22,-0.77,9.15,40.04
13721,0.52,-1.56,10.34,39.92
13737,0.38,-1.53,9.68,40.04
13754,-1.10,-1.35,9.49,40.04
13771,-0.87,-0.80,8.71,39.94
13788,-0.19,-0.37,9.83,39.94
13804,0.56,-0.16,9.57,39.94
13821,-0.45,-0.45,9.68,40.04
13838,-0.73,-0.67,9.05,40.04
13854,-0.85,-1.45,9.41,39.94
13872,0.05,-1.46,9.33,40.04
13889,0.33,-1.42,9.73,40.04
13906,-0.01,-0.86,9.28,40.04
13923,-0.89,-0.36,9.27,40.04
13941,-0.73,-0.25,9.01,39.94
13960,-0.29,-0.32,9.66,39.94
13976,0.12,-0.84,9.45,40.04
13993,-0.58,-1.46,9.21,39.94
14012,-0.67,-1.46,9.01,40.04
14030,-0.48,-1.32,9.50,40.11
14047,0.24,-0.61,9.54,40.04
14064,-0.30,-0.28,9.26,40.04
14083,-0.58,-0.26,9.07,40.09
14101,-0.89,-0.53,9.39,40.04
14117,-0.12,-1.15,9.50,40.04
14135,0.17,-1.44,9.73,39.92
14153,-0.05,-1.34,9.43,39.92
14172,-0.61,-0.99,9.43,40.02
14188,-0.56,-0.33,9.45,40.04
14204,-0.08,-0.30,9.47,40.04
14223,0.00,-0.55,9.59,40.04
14239,-0.24,-0.98,9.47,40.04
14256,-0.63,-1.33,9.50,40.04
14274,-0.52,-1.34,9.44,39.94
14290,-0.21,-0.96,9.67,40.04
14307,-0.14,-0.71,9.43,40.04
14324,-0.38,-0.53,9.40,40.02
14342,-0.37,-0.49,9.34,40.04
14359,-0.11,-0.77,9.66,39.92
14375,-0.05,-0.93,9.39,40.04
14394,-0.45,-1.08,9.54,40.04
14412,-0.72,-1.07,9.25,40.04
14431,-0.41,-1.03,9.40,40.04
14446,0.20,-1.05,9.48,40.04
14465,0.33,-0.85,9.74,40.02
14483,-0.08,-0.46,9.46,40.09
14500,-1.01,-0.29,9.37,40.04
14517,-0.81,-0.59,8.95,40.04
14535,-0.36,-1.35,9.70,40.04
14554,0.30,-1.71,9.51,40.04
14572,-0.04,-1.22,9.67,40.04
14588,-0.46,-0.48,9.10,40.02
14605,-0.75,-0.17,9.49,40.04
14623,-0.36,-0.17,9.22,40.04
14640,-0.08,-0.81,9.63,40.04
14657,-0.30,-1.24,9.35,40.04
14675,-0.57,-1.47,9.45,40.04
14692,-0.35,-1.38,9.21,40.04
14708,0.03,-0.72,9.50,40.04
14727,0.05,-0.47,9.35,40.04
14743,-0.49,-0.25,9.39,40.02
14759,-0.55,-0.46,9.21,40.04
14778,-0.53,-0.67,9.46,40.04
14794,0.00,-1.22,9.39,40.04
14812,-0.26,-1.28,9.32,40.04
14828,-0.71,-1.20,9.38,40.04
14845,-0.77,-1.10,9.40,40.02
14864,-0.20,-0.60,9.46,39.92
14880,0.22,-0.37,9.56,39.94
14898,0.07,-0.34,9.31,40.04
14916,-0.57,-0.45,9.70,40.04
14935,-0.63,-0.93,9.14,39.95
14951,-0.06,-1.52,9.20,40.04
14968,-0.04,-1.64,9.19,40.04
14987,-0.28,-1.69,9.86,40.09
15003,-0.31,-0.61,9.44,40.04
15020,-0.06,0.40,9.10,40.02
15039,-0.16,0.39,9.41,39.92
15055,-0.45,-0.23,9.68,39.92
15072,-0.66,-1.70,9.52,39.94
15089,-0.61,-1.99,9.66,40.02
15108,-0.09,-1.75,9.62,40.04
15126,0.02,-0.90,9.56,40.02
15142,-0.39,0.01,9.67,40.02
15160,-0.45,0.09,9.10,40.04
15178,-0.57,-0.33,9.64,40.04
15195,-0.31,-0.91,9.31,40.02
15211,-0.31,-1.71,9.79,40.04
15229,-0.20,-1.72,9.34,40.02
15246,-0.33,-1.26,9.74,40.02
15262,-0.19,-0.60,9.16,40.02
15281,-0.40,-0.21,9.63,39.94
15297,-0.33,-0.11,9.16,40.02
15313,-0.35,-0.59,9.63,40.04
15331,-0.08,-1.16,9.24,40.04
15348,-0.18,-1.58,9.72,40.04
15366,-0.27,-1.52,9.18,40.02
15383,-0.53,-0.99,9.46,40.04
15398,-0.44,-0.67,9.18,40.02
15416,-0.26,-0.23,9.60,40.04
15433,-0.08,-0.26,9.29,40.04
15450,-0.17,-0.40,9.53,40.04
15466,-0.22,-1.05,9.24,40.02
15483,-0.31,-1.44,9.52,39.92
15502,-0.34,-1.40,9.36,40.04
15520,-0.50,-1.21,9.52,40.04
15538,-0.49,-0.59,9.29,39.94
15554,-0.08,-0.34,9.41,39.92
15572,0.00,-0.32,9.43,40.02
15590,-0.03,-0.46,9.67,40.04
15606,-0.38,-1.05,9.37,40.02
15624,-0.53,-1.44,9.22,40.02
15642,-0.45,-1.45,9.32,40.02
15661,-0.29,-1.20,9.56,40.04
15678,-0.28,-0.46,9.48,40.04
15694,-0.27,-0.30,9.30,40.02
15713,-0.27,-0.38,9.42,40.04
